from_id,from_name,message,created_time,type,link,id,story,likes_count,comments_count,shares_count
196172860421072,심상정,"아르바이트나 정규직이나 열정페이 강요는 변함이 없었습니다. 이랜드 정규직/계약직 근로자의 연장근로수당 체불액은 최대 900억원이 넘을 것으로 추산됩니다. 이 문제를 끈질기게 다뤄온 이정미 의원이 이랜드를 직접 검찰에 고발할 예정입니다. 현재 근로계약서, 근무기록 제출을 거부하는 이랜드 사의 본사 압수수색, 그리고 사원관리 프로그램 내용의 확보가 지체없이 이루어져야 합니다. 국민의 노동조합 정의당의 존재이유를 치열하게 증명하겠습니다.",2017-01-06T05:28:23+0000,link,http://www.yonhapnews.co.kr/bulletin/2017/01/05/0200000000AKR20170105084500004.HTML?input=1195m,196172860421072_1315897121781968,NA,1966,133,222
196172860421072,심상정,"이번 주도 빠질 수 없습니다. 앞으로도 거를 수 없습니다. 촛불이 있는 곳, 민심이 있는 곳으로 가겠습니다. 모레는 세월호 1000일입니다.",2017-01-07T11:13:26+0000,photo,https://www.facebook.com/simsangjung/photos/a.202318379806520.46097.196172860421072/1316989505006063/?type=3,196172860421072_1316989505006063,NA,1886,32,45
196172860421072,심상정,"벌써 1년이 되어갑니다. 얼마 전 고 신영복 선생님의 뜻에 따라 신영복체 폰트가 무료로 배포되어 많은 분들이 사용하실 수 있게 되기도 했습니다. 마지막 가시는 길까지 선생님의 뜻은 ""더불어숲""을 이루는 것 이셨나 봅니다.1월 19일 추모공연에는 더숲트리오, 김제동, 이은미, 윤도현, 김형석, 두번째 달 등 쟁쟁한 문화인들도 함께 하십니다. 글귀로, 말씀으로 늘 선생님께 받기만 한 사람으로서 시간이 허락하는 한 꼭 가 볼 생각입니다. 많은 분들과 함께하고 싶다는 바람에서 공유합니다.",2017-01-08T00:50:56+0000,link,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=16015996,196172860421072_1317507214954292,NA,931,7,35
196172860421072,심상정,"세월호 참사가 발생한 지 오늘로 꼭 1000일이 됩니다. 지난 촛불집회에서 처음으로 사람들 앞에 선 생존학생들은 아직도 괜찮지 않다고 말했습니다. 유가족에게 죄송하고 시민들에게 감사하다고 말했습니다. 누군가에 구조된 것이 아니라 탈출했다고 증언했습니다. 1000일이 흘렀는데 우리는 여전히 제자리입니다. 세월호는 미수습자 9명과 함께 아직도 차가운 바다에 있습니다. 진상규명을 위해 어렵게 출범시킨 특조위는 정부의 집요한 방해로 제대로 조사도 못한 채 해산됐습니다.

지금 대한민국에는 수많은 안타까운 죽음이 이어지고 있습니다. 엊그제 서울 종로 도심에서 철거 중인 건물이 붕괴돼 두 명의 노동자가 또 숨졌습니다. 두 명 모두 인력업체 소속 일용직 노동자였고, 한 명은 청각장애인이었다고 합니다. 누군가의 탐욕을 위해서 아까운 생명이 무참히 쓰러지고 있습니다. 대한민국 곳곳에서 세월호 참사가 진행 중입니다. 세월호를 감추고 지워왔던 결과입니다. 세월호 특별법과 2기 특조위를 새로 만들어야 하는 이유가 바로 여기에 있습니다. 지금 이 순간에도 가장 약한 사람들의 목숨을 걸고 무리하게 운항 중인 수많은 세월호를 멈춰 세워야 합니다.",2017-01-09T07:43:53+0000,photo,https://www.facebook.com/simsangjung/photos/a.202318379806520.46097.196172860421072/1318539371517743/?type=3,196172860421072_1318539371517743,NA,2074,27,89
196172860421072,심상정,"아베 정부가 부산 일본 영사관 앞 소녀상 설치에 반발해 노골적인 보복조치에 나섰습니다. 어제 아베 총리는 NHK에 출연해 “10억 엔을 줬으니 한국이 성의를 보이라”고 말했습니다. 부산 뿐 아니라 서울 일본 대사관 앞 소녀상 철거를 공개적으로 요구한 것입니다. 결국 지난 위안부합의가 10억 엔과 소녀상 철거를 맞바꾼 추악한 거래였음을 일본 총리가 확인한 것입니다.

이 뿐만이 아닙니다. 아베 총리는 항의 차원에서 일본대사와 총영사를 불러들였고, 통화스와프 재개 등 한일고위급 경제협의 중단을 일방적으로 발표했습니다. 나아가 ‘국가신용’을 운운하면서 정권이 바뀌어도 합의를 지켜야 한다며 으름장을 놓았습니다. 한국정부를 조선총독부로 보지 않는다면 나올 수 없는 내정 간섭입니다. 이웃이 아니라 깡패입니다.

일본 총리의 소녀상 철거 요구는 결국 지난 한일합의가 돈으로 피해자들 입막음 한 것이었다는 고백입니다. 불의하고 불법적인 합의였다는 말입니다. 인권과 민주주의를 내세운 국가들이 할 수 있는 합의가 아닙니다.

위안부 합의는 이미 휴지조각이 되었습니다. 더 늦기 전에 바로잡아야 합니다. 가장 먼저 가해자와 피해자를 뒤바꾼 잘못된 협상의 진상을 규명해야 합니다. 국회차원에서 국정조사를 개최해야 합니다. 굴욕적 협상 전 과정을 조사하고, 관련자들을 엄중히 문책해야 합니다.

아베 총리는 미국까지 끌어들였습니다. 미국의 힘을 빌려 휴지조각이 된 합의를 살려보려 하고 있습니다. 이 역시 부당한 위안부합의가 미일군사동맹의 추악한 거래의 산물이었다는 자백에 다름 아닙니다. 결국 한미일 군사동맹 강화를 위해 외교적 걸림돌이었던 위안부 문제가 치워진 것입니다. 다시 말해 위안부 합의는 한반도 사드배치를 위한 정지작업이었던 것입니다. 할머니들을 유린했던 군국주의가 다시 살아나 명예회복이라는 할머니들의 마지막 소원마저 짓밟은 것입니다.

박근혜정부의 ‘널뛰기 외교 4년’, 한국이 고립무원의 상태로 빠져들고 있습니다. 황교안 대행은 두 손 놓고 쳐다만 보고 있습니다. 외교수장 윤병세장관은 이 모든 외교 참사의 장본인입니다. 정부에 맡겨만 둘 수 없습니다. 그렇다고 특정 정당이나 차기 주자들이 목소리를 높일 일도 아닙니다. 국회가 책임 있게 나서야 합니다. 대외적 위기관리 및 주변국 갈등 최소화 방안 마련을 위한 초당적 외교안보 협의체 구성을 제안합니다.",2017-01-09T04:59:35+0000,link,http://www.minsim.or.kr/?p=6653,196172860421072_1318468651524815,NA,1631,72,253
196172860421072,심상정,"다음주 중 공식 출마선언을 통해 더 소상히 말씀드릴 기회를 갖겠습니다. 많은 청년들과 여성들, 노동자들이 시민발언대에 서 ‘박근혜 대통령이 탄핵되고 퇴진한다고 해서 내 삶이 달라지는가’에 대한 문제제기를 하셨습니다. 이 질문에 응답하는 대선을 치를 생각입니다. 그 질문에 응답하는 것이 정의당의 존재 이유라고 생각합니다.",2017-01-10T09:26:09+0000,link,http://news.joins.com/article/21097678,196172860421072_1319340641437616,NA,4603,188,245
196172860421072,심상정,"한화 김승연 회장 셋째 아들 김동선 씨의 술집 난동 사건 합의 과정에 그룹 임원들이 개입했다는 사실이 밝혀졌습니다. 임원들이 새벽시간 술 먹고 사고 친 오너 아들 뒤치다꺼리를 했습니다. 임원이 아니라 지인으로 역할을 한 것이라는 한화의 해명은 소가 웃을 얘기입니다. 결국 회사의 지시로 조직적으로 동원된 것이고 업무상 배임입니다. 이것을 재벌가 금수저들의 흔해빠진 일탈로 치부해선 안 됩니다. 한국 경제를 쥐락펴락하는 전근대적 족벌세습체제 기업문화의 민낯이 드러난 사건입니다.

김동선은 엄벌해야 합니다. 재범입니다. 사람 두드려 패고 돈으로 때우면 된다는 정신 상태로 기업을 경영해서는 안 됩니다. 기업경영에는 손도 대지 못하게 해야 합니다. 아울러 해당 임원들의 배임 역시 철저히 수사해서 사법처리 해야 합니다.

재벌 3세, 4세의 난동은 오히려 작은 문제입니다. 온갖 불법, 탈법을 저지르고 노동자와 중소상공인의 피눈물을 나게 하는 재벌세습체제가 바로 국민에 대한 난동입니다. 경영능력은 물론이고 시민적 품성조차 갖추지 못한 막돼먹은 3세, 4세들에게 단지 핏줄이라는 이유만으로 굴지의 기업을 장난감처럼 안겨주는 경제는 정의롭지 않습니다. 더 이상 재벌 세습 경영을 위해 국민의 세금과 노동자의 피눈물을 갖다 바치는 일이 있어서는 안 됩니다. 재벌기업들은 경영세습을 성사시키는 것이 최우선 경영전략입니다. 또 소유와 경영을 한 손에 쥔 세습경영방식은 독재경영입니다. 무리한 투자를 견제하거나 책임을 묻지 못합니다. 세계경제 대전환기에 이러한 세습독재경영이야말로 한국 경제의 최대 리스크가 아닐 수 없습니다.

국회에서 핏줄 세습 경영인 3세 경영체제에 대한 불확실성과 위험성을 제거하기 위한 ‘소유-경영 분리’, ‘노조의 경영 참가’ 등 실효성 있는 제도를 서둘러 만들 필요가 있습니다. 기업들도 더 이상 불법적 세습경영을 포기하고 사회적 책임기업으로 거듭나기 위한 준비를 해야 할 것입니다. 중요한 것은 이재용 승계과정에서 보듯 법이 부족해서 이런 탈법, 불법이 가능했던 것은 아니라는 점입니다. 정부와 정치권이 결탁해서 검은 거래로 빠져나갈 구멍을 만들어줬기 때문입니다. 그래서 이재용 구속이 정경유착과 3대 세습체제 근절을 위한 출발점입니다.",2017-01-10T02:05:39+0000,link,http://www.minsim.or.kr/?p=6656,196172860421072_1319106881460992,NA,3181,88,281
196172860421072,심상정,"얼마나 답답하셨으면 스스로 촛불이 되셨을까요. 정치가 의로운 분들의 힘이 되지 못해 죄송한 마음뿐입니다. ""이 땅에 정의가 바로서기를 간절히 바란다""는 스님의 뜻을 기필코 실현하겠습니다. 고인의 명복을 빕니다.",2017-01-11T09:09:52+0000,photo,https://www.facebook.com/simsangjung/photos/a.202318379806520.46097.196172860421072/1320115641360116/?type=3,196172860421072_1320115641360116,NA,2024,84,63
196172860421072,심상정,"정부 공식통계 상의 실업자가 100만 명을 돌파했습니다. 통계 기준이 바뀐 2000년 이후 최고치입니다. 실업자로 계산되지 않는 취업준비생과 구직단념자 수가 또 100만이 넘습니다. 무려 200만 명이 실업의 고통으로 신음하고 있는 것입니다.
 
더 큰 문제는 실업의 칼바람이 가장 딱한 사람들을 겨냥하고 있다는 점입니다. 무엇보다 청년층의 일자리 사정은 최악입니다. 전체 실업인구 중 청년이 40%를 넘었습니다. 청년 실업률은 무려 9.8%로 작년에 이어 역대 최고 기록을 갈아치웠습니다. 체감실업률은 20%를 훨씬 넘어설 것입니다. 하루 벌어 하루 먹고 사는 밑바닥 노동자들도 직격탄을 맞았습니다. 일용직 일자리 수가 9만 개가 줄었고, 임시직과 단순노무직 일자리는 사실상 제자리걸음을 했습니다.
 
사상 최악의 실업사태는 박근혜정부의 책임입니다. 고용상황이 크게 개선된 미국과 일본 그리고 EU와 달리 한국만 혹독한 고용한파를 겪고 있습니다. 박근혜정부 들어 고용률 70%를 달성하겠다며 7차례에 걸쳐 6조5000억 원을 쏟아 부었지만, 고용상황은 더 나빠졌습니다. 재벌의 고용 적대적 재벌 경영을 부추겨온 정부의 실패입니다. 전체 청년들의 삶이 아니라 정유라의 삶만 알뜰살뜰 챙긴 대통령의 실패가 낳은 참사입니다.
 
별다른 소득이 없는 청년과 밑바닥 노동자들에게 실업은 생존의 위기입니다. 그야말로 비상상황입니다. 저는 정치권이 청년 고용절벽 해소를 위해 긴급조치에 나서야 한다고 누차 촉구한 바 있습니다. 초당적 노력이 절실히 요구됩니다. 더불어민주당의 임시국회 현안 과제에도 청년실업 대책은 없습니다. 1, 2월 임시국회에서 ‘청년고용촉진특별법’을 우선적으로 통과시킬 것을 여야 제정당들에 다시 한 번 강력히 촉구합니다. 나아가 보다 근본적인 일자리 창출을 위한 실효적 노동시간 단축 방안도 서둘러 수립해야 합니다.",2017-01-12T01:14:21+0000,link,http://www.minsim.or.kr/?p=6667,196172860421072_1320767694628244,NA,1082,34,105
196172860421072,심상정,고 박종철군 30주기 입니다. 오늘 박종철 열사에 대한 추모의 마음을 촛불시민들과 함께 할 내일의 약속으로 대신합니다. 30년전 민주항쟁이 군부독재타도를 위한 것 이었다면 이제 천만 촛불시민혁명은 오롯이 국민 자신을 위한 것 이어야 합니다.,2017-01-14T07:34:32+0000,photo,https://www.facebook.com/simsangjung/photos/a.646311645407189.1073741827.196172860421072/1322813961090284/?type=3,196172860421072_1322814657756881,심상정 added 2 new photos.,1024,13,28
196172860421072,심상정,오늘은 통영에 사시는 위안부 피해자 김복득 할머니의 100세 생신날 입니다. 생존한 피해자 할머니 40분 가운데 2번째 고령자십니다. 할머니는 1937년 18살 때 고향 통영에서 중국으로 끌려가 중국·대만 등지에서 7년동안 일본군 위안부 생활을 강요당했습니다. 최근 일본 정부 자금으로 마련된 ‘화해치유재단’이 병원까지 찾아와 위로금 1억원을 받으라 강요했다는 사실을 밝히기도 하셨습니다. 백수 생신을 맞아 축하의 말씀과 함께 다시한번 치열한 다짐의 말씀을 올립니다. 꼭 한을 풀겠습니다. 너무 늦지 않게.,2017-01-14T04:24:16+0000,photo,https://www.facebook.com/simsangjung/photos/a.202318379806520.46097.196172860421072/1322703344434679/?type=3,196172860421072_1322703344434679,NA,3887,82,99
196172860421072,심상정,"신영복 선생님, 우리가 헤어진 지 벌써 1년이 되었습니다. 참 그립습니다.
 
마음이 스산하고 좌절감이 밀려올 때 선생님을 찾아뵈었습니다. 그 때마다 그 깊고 따뜻한 눈길을 마주하면 모든 것이 다 제 잘못에서 비롯했다는 것을 깨달을 수 있었습니다. 연말이 되면 사전에 말씀도 없이 정성껏 쓰신 서화를 열점씩 고이 접어서 보내주셨습니다. 그 고요하고 엄숙한 격려가 저에게 얼마나 큰 용기를 주었는지 모릅니다.
 
어제도 광화문에 많은 사람이 모였습니다. 어제 광화문은 몹시 추웠습니다. 그 추위를 뚫고 둥근 보름달이 떠올랐습니다. 그 길을 걸으면서 선생님의 말씀을 기억했습니다. ""겨울의 옥살이가 한여름의 옥살이보다 훨씬 좋다. 한여름의 옥살이는 옆 사람의 체온을 증오하게 만들지만 한겨울의 옥살이는 옆 사람의 체온을 난로처럼 느끼게 한다."" 이 증오와 연대, 두 단어 속에서 저는 우리가 취해야 할 새로운 대한민국의 가치를 읽습니다.
 
선생님은 ‘진정한 위로는 우산을 들어주는 것이 아니라 비를 함께 맞는 것’이라고도 했습니다. 선생님 말씀처럼 불의한 정권에 분노하고, 고된 삶에 지친 시민들이 광장으로, 광장으로 모였습니다. 5세기 전 아테네 시민들처럼 광장에서 대한민국의 갈 길을 묻고, 또 치열하게 토론하고 있습니다. 우리 시민들은 가장 고전적인 방법으로 민주주의를 실천하고 있습니다.
 
변화의 열망과 좌절의 한숨이 공존하고 있는 지금이야말로 선생님의 가르침이 절실한 때라고 생각합니다. 관찰보다는 애정이, 애정보다는 실천적 연대가 중요하다고 말씀하셨습니다. 선생님의 그 뜻을 받들어서 2017년 정유년에는 더불어 숲이 되는 대한민국 만들겠습니다. 여전히 선생님이 그립습니다.",2017-01-15T07:36:07+0000,status,NA,196172860421072_1323710207667326,NA,1071,16,45
