"COUNTRY","Country","EMPSTAT","Employment status","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1290.5,,
"DEU","Germany","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1298.1,,
"DEU","Germany","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1303.9,,
"DEU","Germany","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1452,,
"DEU","Germany","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1441.9,,
"DEU","Germany","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1430.9,,
"DEU","Germany","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1424.8,,
"DEU","Germany","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1422.2,,
"DEU","Germany","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1411.3,,
"DEU","Germany","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1424.7,,
"DEU","Germany","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1424.4,,
"DEU","Germany","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1418.4,,
"DEU","Germany","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1372.7,,
"DEU","Germany","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1389.9,,
"DEU","Germany","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1392.8,,
"DEU","Germany","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1375.3,,
"DEU","Germany","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1361.7,,
"DEU","Germany","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1366.4,,
"DEU","Germany","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1371,,
"GRC","Greece","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1818,,
"GRC","Greece","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1826,,
"GRC","Greece","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1818,,
"GRC","Greece","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1812,,
"GRC","Greece","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1802,,
"GRC","Greece","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1811,,
"GRC","Greece","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1795,,
"GRC","Greece","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1780,,
"GRC","Greece","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1802,,
"GRC","Greece","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1775,,
"GRC","Greece","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1751,,
"GRC","Greece","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1749,,
"GRC","Greece","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1727,,
"GRC","Greece","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1727,,
"GRC","Greece","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1733,,
"GRC","Greece","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1733,,
"GRC","Greece","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2108,,
"GRC","Greece","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2101,,
"GRC","Greece","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2093,,
"GRC","Greece","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,2091,,
"GRC","Greece","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,2083,,
"GRC","Greece","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,2136,,
"GRC","Greece","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,2125,,
"GRC","Greece","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,2111,,
"GRC","Greece","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2106,,
"GRC","Greece","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2081,,
"GRC","Greece","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2020,,
"GRC","Greece","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2038,,
"GRC","Greece","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2055,,
"GRC","Greece","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2063,,
"GRC","Greece","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2026,,
"GRC","Greece","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2042,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1795,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1766,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1766,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1777,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1807,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1803,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1799,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1778,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1786,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1766,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1818,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1816,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1797,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1803,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1809,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1769.2,,
"HUN","Hungary","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2032.8,,
"HUN","Hungary","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1993.3,,
"HUN","Hungary","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2005.3,,
"HUN","Hungary","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1978.2,,
"HUN","Hungary","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1986.1,,
"HUN","Hungary","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1986.9,,
"HUN","Hungary","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1983.5,,
"HUN","Hungary","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1978.6,,
"HUN","Hungary","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1981.7,,
"HUN","Hungary","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1963.1,,
"HUN","Hungary","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1958.4,,
"HUN","Hungary","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1975.7,,
"HUN","Hungary","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1889.2,,
"HUN","Hungary","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1879.8,,
"HUN","Hungary","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1857.9,,
"HUN","Hungary","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1748.6,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2016.6,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1971.2,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1928,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1921.2,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1933.1,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1924.1,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1901.6,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1887.6,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1896.3,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1816.4,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1803.1,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1841.9,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1824.6,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1809.1,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1827,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1851.8,,
"ISL","Iceland","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2040.1,,
"ISL","Iceland","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2053.2,,
"ISL","Iceland","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2011.8,,
"ISL","Iceland","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1971.9,,
"ISL","Iceland","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1979.6,,
"ISL","Iceland","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1970,,
"ISL","Iceland","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1957.6,,
"ISL","Iceland","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1931.6,,
"ISL","Iceland","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1933.8,,
"ISL","Iceland","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1848.7,,
"ISL","Iceland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1833.6,,
"ISL","Iceland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1878.4,,
"ISL","Iceland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1853.4,,
"ISL","Iceland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1846.1,,
"ISL","Iceland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1864.1,,
"ISL","Iceland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1879.5,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1574,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1580,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1565,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1555,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1548,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1541,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1542,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1530,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1504,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1445,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1447,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1450,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1439,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1460,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1485,,
"IRL","Ireland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1475,,
"IRL","Ireland","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1933,,
"IRL","Ireland","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1924,,
"IRL","Ireland","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1904,,
"IRL","Ireland","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1887,,
"IRL","Ireland","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1875,,
"IRL","Ireland","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1883,,
"IRL","Ireland","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1879,,
"IRL","Ireland","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1865,,
"IRL","Ireland","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1844,,
"IRL","Ireland","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1812,,
"IRL","Ireland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1801,,
"IRL","Ireland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1801,,
"IRL","Ireland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1806,,
"IRL","Ireland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1815,,
"IRL","Ireland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1821.26,,
"IRL","Ireland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1819.54,,
"ITA","Italy","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1850.8,,
"ITA","Italy","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1837.8,,
"ITA","Italy","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1826.6,,
"ITA","Italy","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1815.8,,
"ITA","Italy","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1815.3,,
"ITA","Italy","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1812.1,,
"ITA","Italy","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1812.6,,
"ITA","Italy","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1818.2,,
"ITA","Italy","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1807,,
"ITA","Italy","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1775.7,,
"ITA","Italy","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1777.3,,
"ITA","Italy","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1773.3,,
"ITA","Italy","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1734.2,,
"ITA","Italy","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1719.51,,
"ITA","Italy","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1718.8,,
"ITA","Italy","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1724.83,,
"JPN","Japan","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1853,,
"JPN","Japan","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1836,,
"JPN","Japan","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1825,,
"JPN","Japan","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1828,,
"JPN","Japan","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1816,,
"JPN","Japan","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1802,,
"JPN","Japan","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1811,,
"JPN","Japan","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1808,,
"JPN","Japan","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1792,,
"JPN","Japan","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1733,,
"JPN","Japan","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1754,,
"JPN","Japan","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1747,,
"JPN","Japan","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1765,,
"JPN","Japan","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1746,,
"JPN","Japan","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1741,,
"JPN","Japan","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1734,,
"JPN","Japan","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1821,,
"JPN","Japan","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1809,,
"JPN","Japan","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1798,,
"JPN","Japan","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1799,,
"JPN","Japan","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1787,,
"JPN","Japan","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1775,,
"JPN","Japan","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1784,,
"JPN","Japan","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1785,,
"JPN","Japan","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1771,,
"JPN","Japan","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1714,,
"JPN","Japan","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1733,,
"JPN","Japan","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1728,,
"JPN","Japan","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1745,,
"JPN","Japan","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1734,,
"JPN","Japan","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1729,,
"JPN","Japan","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1719,,
"KOR","Korea","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2120,,
"KOR","Korea","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2113,,
"KOR","Korea","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2120,,
"KOR","Korea","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2116,,
"KOR","Korea","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2092,,
"KOR","Korea","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2071,,
"KOR","Korea","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2057,,
"KOR","Korea","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2512,,
"KOR","Korea","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2499,,
"KOR","Korea","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2464,,
"KOR","Korea","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,2424,,
"KOR","Korea","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,2392,,
"KOR","Korea","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,2351,,
"KOR","Korea","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,2346,,
"KOR","Korea","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,2306,,
"KOR","Korea","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2246,,
"KOR","Korea","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2232,,
"KOR","Korea","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2187,,
"KOR","Korea","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2090,,
"KOR","Korea","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2163,,
"KOR","Korea","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2079,,
"KOR","Korea","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2124,,
"KOR","Korea","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2113,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1605,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1589,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1584,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1581,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1580,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1560,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1559,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1570,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1570,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1519,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1523,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1522,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1514,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1504,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1509,,
"LUX","Luxembourg","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1507,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1603,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1586,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1581,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1579,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1579,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1555,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1556,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1570,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1570,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1519,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1521,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1519,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1513,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1503,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1509,,
"LUX","Luxembourg","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1507,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2359.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2340.7,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2330.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,2331.2,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,2339.5,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,2347.1,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,2351.1,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,2337.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2339.8,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2322.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2330,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2331.2,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2317.3,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2327.6,,
"MEX","Mexico","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2326.8,,
